policy,channel,seed,start,horizon,b_probe,b_payload,metadata_noise,metadata_loss,debt_mode,rmse_mean,loss_mean,missed_violation_pct,metadata_seen_frac_mean,debt_changed_decision_pct,payload_success_pct,payload_fairness_jain,probe_fairness_jain,max_age,avg_age,max_payload_debt,window_id
caw_vou_full,severe_burst,50481,16537,240,4,4,0.0,0.0,bounded,0.042198335795236436,0.006708219043584379,0.11157601115760112,0.1333333333333333,100.0,73.01255230125523,0.6627623315784126,0.6627623315784126,149.0,22.8,0.11555090655509066,13
caw_vou_full,severe_burst,50481,16537,240,4,4,0.0,0.0,accumulating,0.027470526223123085,0.007535985164225941,0.12552301255230125,0.1333333333333333,100.0,73.01255230125523,0.8091939368182456,0.5392143674702347,49.0,9.066666666666666,0.11241283124128312,13
caw_vou_full,severe_burst,50498,19393,240,4,4,0.0,0.0,bounded,0.06492338998606169,0.004215437387726638,0.0697350069735007,0.1333333333333333,100.0,69.14225941422593,0.7342620711818103,0.7342620711818103,93.0,12.033333333333333,0.11345885634588564,14
caw_vou_full,severe_burst,50498,19393,240,4,4,0.0,0.0,accumulating,0.04919068380268212,0.0033647159288702926,0.05578800557880056,0.1333333333333333,100.0,69.14225941422593,0.8175764406991924,0.5577746042208305,17.0,5.8,0.11136680613668061,14
caw_vou_full,severe_burst,50515,20410,240,4,4,0.0,0.0,bounded,0.0650933253686727,2.6619779637377942e-05,0.0,0.1333333333333333,95.81589958158996,68.82845188284519,0.9931064458643011,0.9998862194214684,17.0,7.366666666666666,0.10509065550906556,15
caw_vou_full,severe_burst,50515,20410,240,4,4,0.0,0.0,accumulating,0.06837500044097214,2.83045732217573e-05,0.0,0.1333333333333333,99.16317991631799,68.82845188284519,0.9943381856953227,0.9998862194214684,26.0,8.566666666666666,0.10299860529986053,15
caw_vou_full,severe_burst,50532,20526,240,4,4,0.0,0.0,bounded,0.07762365123371157,3.836460808926082e-05,0.0,0.1333333333333333,95.81589958158996,69.4560669456067,0.9977902965194976,0.9998862194214684,8.0,3.5,0.10404463040446305,16
caw_vou_full,severe_burst,50532,20526,240,4,4,0.0,0.0,accumulating,0.08599984237728407,4.571782008368205e-05,0.0,0.1333333333333333,98.32635983263599,69.4560669456067,0.9974636020343559,0.9998862194214684,9.0,3.533333333333333,0.10299860529986053,16
caw_vou_full,severe_burst,50549,20643,240,4,4,0.0,0.0,bounded,0.0670945925592032,2.7114700139470033e-05,0.0,0.1333333333333333,78.66108786610879,71.86192468619247,0.9949227084694089,0.9998862194214684,7.0,3.3333333333333335,0.10299860529986053,17
caw_vou_full,severe_burst,50549,20643,240,4,4,0.0,0.0,accumulating,0.0774410794330359,3.7097168758716854e-05,0.0,0.1333333333333333,92.88702928870293,71.86192468619247,0.9990336896875877,0.9998862194214684,13.0,3.533333333333333,0.10195258019525802,17
