packet_loss,policy,n_windows,loss_mean,loss_ci95,rmse_mean,rmse_ci95,missed_vio_mean,missed_vio_ci95
0.1,CAW-VoU,12,0.0033620332066190135,0.002774303468384421,0.12604556804835623,0.07908684214297056,0.05230125523012552,0.043238574065862165
0.1,VoU,12,0.020240526088069505,0.028784168383658562,0.1869494660856632,0.11041468334346093,0.32659228265922824,0.4803774092644707
0.2,CAW-VoU,12,0.0030533809705369595,0.0022550952497402614,0.1398881641971694,0.08413388806974896,0.046490004649000466,0.03486039119944347
0.2,VoU,12,0.027418329881886333,0.0415843877184319,0.20294855750741295,0.11765819904559342,0.4439795443979544,0.6939972272699847
0.3,CAW-VoU,12,0.0038549186969432814,0.002899310922922897,0.1636681713527998,0.102603363639662,0.058112505811250575,0.04461856026711999
0.3,VoU,12,0.030191295463621565,0.04640323745750876,0.22580044390561219,0.13044200554245006,0.4881450488145049,0.7745648947127421
0.4,CAW-VoU,12,0.003930845803172943,0.003433162744660365,0.19023406355851236,0.12444696760003608,0.05695025569502557,0.047759257494957255
0.4,VoU,12,0.030344290720972795,0.0445105566518571,0.24915228240290763,0.15039682529471587,0.4881450488145049,0.7428383972350265
