dataset,window_id,seed,policy,loss,rmse,missed_vio,max_age,jain_payload
keti,7,50379,Whittle-heuristic,0.010506261773276415,0.32715320818716875,0.03138075313807531,239.0,0.27365319663688403
keti,8,50396,AoII+debt,0.006984655095729688,0.10237415677771075,0.10460251046025104,239.0,0.7754157333876326
keti,8,50396,AoII-greedy,0.00509689838595742,0.1042458410742173,0.07322175732217573,239.0,0.7830157642220693
keti,8,50396,CAW-VoU,0.005134658387051326,0.1576242923122251,0.05230125523012552,25.0,0.724563962706919
keti,8,50396,MaxWeight-AoI,0.012666059046347202,0.10970481480134434,0.19874476987447698,22.0,0.9948793869197934
keti,8,50396,MaxWeight-VoU,0.006080898644277549,0.25090414170967473,0.02092050209205021,239.0,0.28767626913779204
keti,8,50396,VoI+debt,0.012958424463328006,0.28855889788882905,0.11506276150627616,239.0,0.26364349672297605
keti,8,50396,VoI-greedy,0.016320828515904932,0.4126847080154884,0.010460251046025104,239.0,0.23873030467672499
keti,8,50396,Whittle-heuristic,0.018421052069387607,0.3268323502123114,0.15690376569037656,239.0,0.25637791741472166
keti,9,50413,AoII+debt,0.012879342215620326,0.1534869878054565,0.18828451882845187,239.0,0.7904379713554273
keti,9,50413,AoII-greedy,0.007329864072535898,0.15703492292072435,0.09414225941422594,239.0,0.794395382796745
keti,9,50413,CAW-VoU,0.006729803997943084,0.18785891945664085,0.06276150627615062,104.0,0.8964375392341485
keti,9,50413,MaxWeight-AoI,0.012093620034085768,0.13842609387667076,0.17782426778242677,14.0,0.9947927551375816
keti,9,50413,MaxWeight-VoU,0.023485762153031498,0.39784262020251127,0.19874476987447698,239.0,0.26551235270876417
keti,9,50413,VoI+debt,0.018525440138383076,0.3626880669198167,0.14644351464435146,239.0,0.2674016337803992
keti,9,50413,VoI-greedy,0.019690220313540556,0.42182369548751353,0.11506276150627616,239.0,0.2421407376006782
keti,9,50413,Whittle-heuristic,0.011828090634007552,0.36601134468092,0.02092050209205021,239.0,0.2722965081635084
keti,10,50430,AoII+debt,0.008877946771988044,0.17522865623704256,0.11506276150627616,239.0,0.7942296996662952
keti,10,50430,AoII-greedy,0.014971292792798001,0.18215000041980725,0.20920502092050208,239.0,0.7883651921882542
keti,10,50430,CAW-VoU,0.006919357919276464,0.20893663893868464,0.06276150627615062,28.0,0.8993308667243949
keti,10,50430,MaxWeight-AoI,0.00760600531123266,0.17165274293985083,0.09414225941422594,24.0,0.9952260649882383
keti,10,50430,MaxWeight-VoU,0.024076955198011098,0.42291011619722846,0.19874476987447698,239.0,0.2683122739442904
keti,10,50430,VoI+debt,0.01786926833813544,0.4567052575833189,0.05230125523012552,239.0,0.24756641962466946
keti,10,50430,VoI-greedy,0.01987692054681221,0.4803536893292769,0.06276150627615062,239.0,0.2254894994473393
keti,10,50430,Whittle-heuristic,0.013420292027209497,0.40052646089749067,0.02092050209205021,239.0,0.2612678955312628
keti,11,50447,AoII+debt,0.007224305036704603,0.183592941072466,0.08368200836820083,239.0,0.7606498435315261
keti,11,50447,AoII-greedy,0.009107569716753127,0.18445846306139405,0.11506276150627616,239.0,0.749963894177115
