policy,channel,seed,start,horizon,b_probe,b_payload,metadata_noise,metadata_loss,rmse_mean,loss_mean,missed_violation_pct,metadata_seen_frac_mean,debt_changed_decision_pct,payload_success_pct,payload_fairness_jain,probe_fairness_jain,max_age,avg_age,max_payload_debt,window_id,variant
ablation_corr_nodebt,severe_burst,50549,20643,240,4,4,0.0,0.0,0.09223960239575772,7.994804463040437e-05,0.0,0.1333333333333333,75.31380753138075,71.86192468619247,0.9342656198887789,0.24068935730914678,19.0,3.8333333333333335,0.11450488145048815,17,+corr -debt
ablation_debt_nocorr,severe_burst,50549,20643,240,4,4,0.0,0.0,0.0670945925592032,2.7114700139470033e-05,0.0,0.1333333333333333,78.66108786610879,71.86192468619247,0.9949227084694089,0.9998862194214684,7.0,3.3333333333333335,0.10299860529986053,17,+debt -corr
ablation_full,severe_burst,50566,20948,240,4,4,0.0,0.0,0.0454468228986403,1.182991213389121e-05,0.0,0.1333333333333333,94.14225941422595,71.86192468619247,0.9931064458643011,0.9998862194214684,15.0,7.0,0.10404463040446305,18,Full (corr+debt)
ablation_vou_only,severe_burst,50566,20948,240,4,4,0.0,0.0,0.04478125742206223,1.0959393305439359e-05,0.0,0.1333333333333333,93.72384937238493,71.86192468619247,0.8872992757422177,0.3514759948928576,17.0,7.2,0.1092747559274756,18,VoU-only (R=I)
ablation_corr_nodebt,severe_burst,50566,20948,240,4,4,0.0,0.0,0.04478125742206223,1.0959393305439359e-05,0.0,0.1333333333333333,93.72384937238493,71.86192468619247,0.8872992757422177,0.3514759948928576,17.0,7.2,0.1092747559274756,18,+corr -debt
ablation_debt_nocorr,severe_burst,50566,20948,240,4,4,0.0,0.0,0.0454468228986403,1.182991213389121e-05,0.0,0.1333333333333333,94.14225941422595,71.86192468619247,0.9931064458643011,0.9998862194214684,15.0,7.0,0.10404463040446305,18,+debt -corr
ablation_full,severe_burst,50583,22602,240,4,4,0.0,0.0,0.11804636946230847,7.785382426778249e-05,0.0,0.1333333333333333,93.30543933054393,70.92050209205021,0.9915549190643568,0.9998862194214684,12.0,5.7,0.10509065550906556,19,Full (corr+debt)
ablation_vou_only,severe_burst,50583,22602,240,4,4,0.0,0.0,0.15331391388666968,0.00025465156485355645,0.0,0.1333333333333333,92.46861924686192,70.92050209205021,0.8848252492980918,0.277849525129814,187.0,11.466666666666667,0.12601115760111575,19,VoU-only (R=I)
ablation_corr_nodebt,severe_burst,50583,22602,240,4,4,0.0,0.0,0.15331391388666968,0.00025465156485355645,0.0,0.1333333333333333,92.46861924686192,70.92050209205021,0.8848252492980918,0.277849525129814,187.0,11.466666666666667,0.12601115760111575,19,+corr -debt
ablation_debt_nocorr,severe_burst,50583,22602,240,4,4,0.0,0.0,0.11804636946230847,7.785382426778249e-05,0.0,0.1333333333333333,93.30543933054393,70.92050209205021,0.9915549190643568,0.9998862194214684,12.0,5.7,0.10509065550906556,19,+debt -corr
